Depth (m);Temperature (deg_C);Conductivity (S/m);Salinity (PSU)
541;13.6703666355431;45.9262839721444;38.7560831940554
542;13.6700015935263;45.9262430322129;38.7559755532213
543;13.6696377225335;45.9262032671958;38.7558678485839
544;13.6692750443511;45.9261647043262;38.7557600949269
545;13.6689135776533;45.926127404295;38.7556523389356
546;13.66855333878;45.9260914488017;38.7555446529723
547;13.6681943277311;45.9260569242141;38.7554371304077
548;13.6678365522876;45.9260238927793;38.7553298342671
549;13.6674800287893;45.9259923661687;38.7552227738873
550;13.6671247611267;45.9259623404917;38.7551159562714
551;13.6667707391846;45.925933819639;38.7550094070962
552;13.6664179582944;45.9259068316215;38.7549031629319
553;13.6660664355742;45.925881442577;38.7547972665733
554;13.6657161873638;45.9258577108621;38.7546917600374
555;13.6653672486773;45.9258356504824;38.7545866199813
556;13.6650196607532;45.9258152855587;38.7544818230626
557;13.664673487395;45.9257967281357;38.7543774042951
558;13.6643288032991;45.9257800638033;38.7542733613446
559;13.6639856699346;45.9257653579209;38.7541696895425
560;13.6636441238718;45.9257526595082;38.7540663935574
561;13.6633042001245;45.9257420152505;38.7539634780579
562;13.662965961718;45.9257334671646;38.753860917367
563;13.6626294685652;45.9257270837224;38.7537587161531
564;13.6622947626829;45.9257229582944;38.7536569211018
565;13.6619618892001;45.925721197479;38.7535555812325
566;13.6616309119203;45.9257218767507;38.7534546872082
567;13.6613018954248;45.9257250420168;38.7533542063492
568;13.6609748840647;45.9257307049486;38.7532541059757
569;13.6606499058512;45.9257388468721;38.7531543394024
570;13.6603269817927;45.9257494537815;38.7530548786181
571;13.6600061025521;45.9257624696545;38.752955681606
572;13.6596871840959;45.9257778011204;38.752856739029
573;13.6593701190476;45.9257953664799;38.752758076564
574;13.659054834267;45.9258151120448;38.7526597175537
575;13.6587412838469;45.9258370261438;38.7525617016807
576;13.6584294164332;45.9258610947712;38.7524640662932
577;13.6581191736695;45.9258873015873;38.752366853408
578;13.6578105088702;45.9259156069094;38.7522700630252
579;13.6575034010271;45.9259460340803;38.7521737301588
580;13.6571978501401;45.9259786414566;38.7520779014939
581;13.6568938608777;45.9260134850607;38.7519826237162
582;13.6565914589169;45.9260506092437;38.7518879154996
583;13.6562906862745;45.9260900723623;38.7517937885154
584;13.6559915849673;45.9261319164332;38.7517002310924
585;13.6556941993464;45.9261762301587;38.7516072759104
586;13.6553985830999;45.926223146592;38.7515149992219
587;13.65510482493;45.9262727824463;38.751423426704
588;13.6548130182073;45.9263251914099;38.7513325217865
589;13.6545232282913;45.9263803664799;38.7512422144413
590;13.6542355205416;45.926438321662;38.7511524556489
591;13.6539499789916;45.9264991176471;38.7510632244009
592;13.6536666946779;45.9265627917834;38.7509744646748
593;13.6533857399627;45.9266293853097;38.7508861484594
594;13.6531071685341;45.926698898226;38.7507982267351
595;13.6528310294118;45.9267712169312;38.7507105571117
596;13.652557359944;45.926846276066;38.7506230578898
597;13.652286162465;45.9269240219421;38.7505356823841
598;13.6520174198568;45.9270043720822;38.7504483706816
599;13.6517511212263;45.9270872945845;38.750361110333
600;13.651487254902;45.9271728104575;38.7502739363523
601;13.6512258138811;45.9272609383753;38.7501868728603
602;13.6509668075008;45.9273517530346;38.7500999852163
603;13.6507102521008;45.9274453244631;38.7500133263305
604;13.6504561616869;45.9275417086835;38.7499269382197
605;13.6502045417056;45.9276409220355;38.749840830221
606;13.6499553773732;45.9277429901961;38.7497550466853
607;13.6497086383442;45.9278479489574;38.7496696599751
608;13.6494643152817;45.9279558263305;38.7495847074385
609;13.6492223965142;45.928066643324;38.7495002240896
610;13.6489828190165;45.9281804248366;38.7494162916278
611;13.6487455127607;45.9282971988796;38.7493330010893
612;13.6485104123872;45.9284169887955;38.7492504365079
613;13.6482774603175;45.9285397906941;38.7491686437909
614;13.6480466067538;45.928665559446;38.7490876143791
615;13.6478177956738;45.9287941900093;38.7490072875817
616;13.647590961718;45.9289255446623;38.7489275863679
617;13.6473660278556;45.9290594156552;38.74884839169
618;13.6471429100529;45.9291956839403;38.7487696778712
619;13.6469215336134;45.9293343425148;38.7486915102708
620;13.6467018253968;45.92947541939;38.7486139845938
621;13.6464837394958;45.9296188445378;38.7485370658263
622;13.646267254902;45.9297645051354;38.7484606629318
623;13.6460523319328;45.929912299253;38.748384719888
624;13.6458389309057;45.9300620704949;38.7483091223156
625;13.6456270448179;45.9302137651727;38.7482338258637
626;13.6454166643324;45.9303673576097;38.7481588188609
627;13.645207779334;45.9305228353564;38.7480841051976
628;13.6450003789294;45.9306802061936;38.7480097136633
629;13.6447944537815;45.9308395059135;38.7479357049487
630;13.6445900132275;45.9310007718643;38.7478621234049
631;13.64438708061;45.9311640662932;38.7477890133831
632;13.6441856769374;45.9313294615624;38.7477164215686
633;13.6439858232182;45.9314970090258;38.7476443689698
634;13.6437875451292;45.9316666713352;38.7475727878929
635;13.6435908823529;45.9318383543417;38.747501546841
636;13.6433958457828;45.9320120277;38.747430611578
637;13.6432024105198;45.9321877201992;38.7473600334578
638;13.6430105392157;45.9323654551821;38.7472898708372
639;13.6428202038593;45.9325452583256;38.74722017507
640;13.6426313888889;45.9327271047308;38.7471509360411
641;13.6424440935263;45.9329109235917;38.7470820774977
642;13.6422583325552;45.9330966690009;38.7470135278556
643;13.6420741355431;45.9332843137255;38.7469452233116
644;13.6418915281668;45.93347381108;38.7468770868347
645;13.6417105150949;45.9336651120448;38.7468090600685
646;13.6415310846561;45.9338581543729;38.7467410916589
647;13.6413532360722;45.9340529256147;38.7466731668223
648;13.6411769701214;45.9342494148771;38.746605279334
649;13.641002272798;45.9344476501712;38.7465374828821
650;13.6408291020853;45.9346476766262;38.7464698716153
651;13.6406574260815;45.9348494825708;38.7464024680984
652;13.6404872346716;45.9350530812325;38.7463352933396
653;13.6403185325241;45.9352584679427;38.7462683380019
654;13.6401513173047;45.9354656567071;38.746201625428
655;13.639985585901;45.9356746840959;38.7461351960784
656;13.6398213219732;45.9358855804544;38.7460690974168
657;13.6396584998444;45.9360983714597;38.746003383131
658;13.6394970782758;45.9363130796763;38.7459381146903
659;13.6393370315904;45.9365297089947;38.7458733201058
660;13.6391783574541;45.9367482804233;38.7458090180517
661;13.6390210511983;45.9369688320884;38.7457452435419
662;13.638865095705;45.9371913849984;38.7456820277
663;13.6387104730781;45.9374159500467;38.745619388422
664;13.6385571669779;45.9376425295674;38.7455573327109
665;13.6384051633987;45.9378711142235;38.7454958558979
666;13.6382544530034;45.9381017063492;38.7454349626517
667;13.6381050287893;45.9383342779334;38.7453746319639
668;13.6379568783069;45.9385688530968;38.7453148965142
669;13.63781;45.9388054380641;38.7452557539683
670;13.6376644063181;45.9390439752568;38.7451971296296
671;13.6375201097106;45.9392844257703;38.7451389752568
672;13.6373771164021;45.939526704793;38.7450812138189
673;13.6372354302832;45.9397707181762;38.7450237605042
674;13.6370950466853;45.94001643324;38.7449665873016
675;13.6369559516029;45.9402638453159;38.7449097035481
676;13.6368181170246;45.9405129933084;38.744853181606
677;13.6366815094927;45.9407639223467;38.7447971078431
678;13.636546110333;45.9410166907874;38.7447415662932
679;13.6364119078743;45.9412713219732;38.7446865966387
680;13.6362788888889;45.9415278135699;38.7446322152194
681;13.6361470300342;45.9417862262683;38.7445785037348
682;13.6360162962963;45.942046564737;38.7445254971989
683;13.635886660442;45.9423087838469;38.7444731769374
684;13.63575809446;45.9425728695923;38.7444215631808
685;13.6356305547775;45.94283886399;38.7443707524121
686;13.6355039970433;45.94310678338;38.7443208146592
687;13.6353783986928;45.9433766332088;38.7442717709306
688;13.6352537433862;45.9436484414877;38.7442236585745
689;13.6351300248989;45.9439222004357;38.7441764768129
690;13.635007237784;45.9441978664799;38.7441301914099
691;13.6348854217243;45.9444753415811;38.7440846716464
692;13.6347646560847;45.9447545277;38.7440397541239
693;13.6346449976657;45.9450352894491;38.7439952591036
694;13.63452648615;45.9453175287893;38.7439510582011
695;13.6344091581077;45.9456011826953;38.7439070580454
696;13.6342930485528;45.9458861391223;38.743863120915
697;13.6341781784936;45.9461724027389;38.74381923047
698;13.6340645642702;45.946459973545;38.7437753727046
699;13.6339522175537;45.9467487643946;38.7437314589169
700;13.6338411523498;45.9470386640212;38.7436873723934
701;13.6337313709928;45.9473296023965;38.7436430454404
702;13.6336228431373;45.9476215631808;38.7435985014006
703;13.6335155571117;45.9479145136944;38.7435537332711
704;13.6334094864613;45.9482083963585;38.7435087208217
705;13.6333045922814;45.9485031427015;38.7434634399315
706;13.6332008271086;45.9487986935885;38.7434178804855
707;13.6330981356987;45.9490950101152;38.7433720502645
708;13.6329964900405;45.9493921436352;38.7433260146281
709;13.6328958644569;45.949690157174;38.7432798459384
710;13.6327962169312;45.9499890834111;38.7432336048864
711;13.6326974867725;45.9502889900405;38.7431874151883
712;13.6325996436352;45.9505898583878;38.7431412931839
713;13.6325026665111;45.9508916495487;38.743095227202
714;13.6324065149393;45.9511944460006;38.7430493347339
715;13.6323111406785;45.9514983629007;38.7430037643947
716;13.6322165157174;45.9518034189231;38.742958548864
717;13.6321226431684;45.9521095938375;38.7429136616869
718;13.6320295183629;45.952416896981;38.7428691145347
719;13.6319371335201;45.9527253439153;38.7428249291939
720;13.6318454933084;45.9530349439776;38.7427811079988
721;13.6317545821662;45.9533457422969;38.7427377054155
722;13.6316643689698;45.9536577240897;38.7426947370059
723;13.6315748303766;45.953970847339;38.7426521864301
724;13.6314859562714;45.9542850863679;38.7426100396825
725;13.6313977583256;45.9546004691877;38.7425683107688
726;13.6313102746654;45.9549169631186;38.7425269249922
727;13.6312235216309;45.9552345308123;38.7424858286648
728;13.6311374945534;45.9555531504824;38.7424449984438
729;13.6310522121071;45.9558727528789;38.7424043409586
730;13.6309677116402;45.9561932586368;38.7423637441643
731;13.6308840375039;45.9565146467476;38.7423231497043
732;13.6308012286026;45.9568369397759;38.7422825420168
733;13.6307193082789;45.9571601587302;38.7422419164332
734;13.6306383029879;45.9574843487395;38.7422012931839
735;13.6305582407407;45.9578095634921;38.7421607026144
736;13.630479151883;45.9581358730159;38.7421201820728
737;13.6304010714286;45.9584633800187;38.7420797852474
738;13.6303240203859;45.9587920938375;38.7420394981326
739;13.6302480228758;45.9591219351074;38.7419992273576
740;13.630173085901;45.9594528151261;38.7419588935574
741;13.6300991830065;45.9597847315593;38.741918531746
742;13.6300262908497;45.9601177684407;38.7418782446312
743;13.6299544117647;45.9604520868347;38.7418381956116
744;13.6298835387488;45.9607878618114;38.7417985620915
745;13.6298136554622;45.9611251844071;38.7417594397759
746;13.6297447393402;45.9614640857454;38.7417208691254
747;13.6296767647059;45.9618045634921;38.7416828618114
748;13.6296097191099;45.9621465841892;38.7416453867102
749;13.6295435932151;45.9624901027078;38.7416084018052
750;13.6294783636788;45.9628351104886;38.7415719164332
751;13.6294140188298;45.9631815686274;38.7415359041394
752;13.6293505539994;45.9635294413321;38.7415003423592
753;13.6292879551821;45.963878749611;38.741465270775
754;13.6292261850296;45.9642296125117;38.7414308434485
755;13.6291652209773;45.9645821638656;38.7413972097728
756;13.6291050887022;45.9649364386866;38.7413643744164
757;13.6290458411142;45.9652923895114;38.7413322393402
758;13.6289875295674;45.9656499206349;38.7413006504824
759;13.6289301953003;45.9660089309057;38.7412694708995
760;13.6288738569872;45.9663694156552;38.7412386865857
761;13.6288185122938;45.9667314309057;38.7412083683473
762;13.6287641588858;45.9670949751012;38.7411785278556
763;13.6287107882042;45.967460070028;38.7411492032368
764;13.6286583955805;45.9678267553688;38.7411204435107
765;13.6286069903517;45.9681950793651;38.7410922883598
766;13.6285565873016;45.9685650840336;38.7410647650171
767;13.6285071910987;45.9689367771553;38.7410378773732
768;13.6284588219732;45.9693101065982;38.7410115499533
769;13.6284115266106;45.9696849836601;38.7409856450358
770;13.6283653485839;45.970061363212;38.7409600739185
771;13.6283203042328;45.9704392382509;38.7409348132586
772;13.6282763873327;45.9708186048864;38.7409098700591
773;13.6282335908808;45.9711994631186;38.7408852559913
774;13.6281919109866;45.9715818113912;38.7408609772798
775;13.6281513499844;45.971965603019;38.7408369895736
776;13.6281119288827;45.9723507773109;38.7408132127295
777;13.6280736772487;45.9727373257081;38.7407896109555
778;13.6280366277622;45.9731252505447;38.7407661562403
779;13.6280007827576;45.9735145899471;38.7407428812636
780;13.6279661492375;45.97390529723;38.7407197346717
781;13.6279327303144;45.9742973132586;38.7406966619981
782;13.6279005361033;45.9746906076875;38.7406736352319
783;13.6278695720511;45.975085183629;38.7406506621538
784;13.6278398381575;45.9754810364146;38.7406277427638
785;13.6278113297541;45.9758781193589;38.7406048490507
786;13.6277840515095;45.9762763997821;38.7405819483349
787;13.6277580080921;45.9766758403361;38.7405589985994
788;13.6277331878307;45.9770764106754;38.7405359811703
789;13.627709562714;45.9774781621538;38.7405129754124
790;13.627687115624;45.9778811476813;38.7404900443511
791;13.6276658325552;45.9782853765951;38.7404671965453
792;13.6276456979458;45.9786908706816;38.7404444537815
793;13.6276266977902;45.979097613601;38.7404218113912
794;13.6276088274199;45.979505542328;38.7403992156863
795;13.6275920704949;45.9799145915033;38.7403766199813
796;13.6275763997821;45.9803246514161;38.7403539402428
797;13.6275617841581;45.9807355936819;38.7403310737628
798;13.6275481987239;45.9811473436041;38.7403079691877
799;13.6275356286959;45.9815598918456;38.7402846288515
800;13.6275240740741;45.9819731777155;38.7402609827264
801;13.6275135325241;45.9823870985061;38.7402369374417
802;13.6275039970433;45.9828016075319;38.7402124556489
803;13.6274954575163;45.9832166557734;38.7401875
804;13.6274879162776;45.9836321272954;38.7401619522253
805;13.6274813748833;45.984047928727;38.7401357205104
806;13.6274758185496;45.9844640616246;38.7401088352008
807;13.6274712286026;45.984880532991;38.7400813383131
808;13.6274675832555;45.985297369281;38.7400532726424
809;13.6274648521631;45.9857146428571;38.7400247338936
810;13.6274630080921;45.9861324906629;38.7399958800187
811;13.6274620230314;45.9865510901027;38.7399669070962
812;13.6274618643013;45.9869706045752;38.7399379948646
813;13.6274625007781;45.9873911414566;38.7399092670402
814;13.6274638865546;45.9878127731092;38.7398808333333
815;13.6274659656085;45.9882355975724;38.7398528396359
816;13.6274686959228;45.9886596988796;38.7398254073296
817;13.627472054155;45.9890850443511;38.7397985375817
818;13.6274760122938;45.9895116285403;38.7397722615157
819;13.6274805353252;45.9899395160286;38.7397466740585
820;13.6274855905696;45.9903687947401;38.7397218849206
821;13.6274911663554;45.9907994693433;38.7396978964364
822;13.6274972533458;45.991231511827;38.7396746759259
823;13.6275038359788;45.9916649284158;38.7396522459539
824;13.6275109282602;45.9920997331155;38.7396306088547
825;13.6275185535325;45.9925358807968;38.7396096992686
826;13.6275267258014;45.9929732990974;38.7395894354964
827;13.6275354396203;45.9934119498911;38.7395697949736
828;13.6275446693122;45.993851809835;38.7395507893713
829;13.6275544148771;45.9942927528789;38.7395323089792
830;13.6275646949891;45.9947346623094;38.739514221911
831;13.6275755213196;45.9951774307501;38.7394964021164
832;13.6275868798631;45.9956210652039;38.7394788577653
833;13.6275987667289;45.9960656084656;38.7394616207594
834;13.6276112029256;45.9965109858388;38.7394446023965
835;13.6276241993464;45.9969571802054;38.7394277871148
836;13.6276377489885;45.9974042032369;38.7394112005913
837;13.6276518370682;45.9978520401494;38.7393948412698
838;13.6276664573607;45.9983006356987;38.7393786570184
839;13.6276816005291;45.998749912854;38.7393625824774
840;13.6276972517896;45.9991997938064;38.7393465624027
841;13.6277134111422;45.9996502131964;38.7393305407719
842;13.6277300887021;46.000101092437;38.7393144374416
843;13.6277472984749;46.0005523474945;38.7392981637099
844;13.6277650319016;46.0010039386866;38.7392816962341
845;13.6277832765328;46.0014558706816;38.7392650560224
846;13.6278020136944;46.0019082111734;38.7392483294429
847;13.627821250389;46.0023609765017;38.7392315234983
848;13.6278409866169;46.0028141246499;38.7392146008403
849;13.627861215375;46.0032676696234;38.7391975778089
850;13.6278819296607;46.0037215717398;38.73918041939
851;13.6279031201369;46.0041757633053;38.7391630718954
852;13.6279247829132;46.0046301844071;38.7391454948646
853;13.6279469218799;46.00508482493;38.7391276844071
854;13.6279695393713;46.0055396428571;38.7391096008403
855;13.627992640056;46.0059946078431;38.7390912091503
856;13.6280162262683;46.0064497268907;38.7390725116713
857;13.6280402956738;46.0069050606909;38.73905356676
858;13.6280648366013;46.0073606839402;38.739034449113
859;13.6280898436041;46.0078167063492;38.7390152591037
860;13.6281153221288;46.0082731535948;38.7389960200747
861;13.6281412861811;46.0087299976657;38.7389766970121
862;13.6281677310924;46.0091871825397;38.7389572385621
863;13.6281946732026;46.0096446475257;38.738937570028
864;13.6282221381886;46.0101023366013;38.7389176237162
865;13.6282501610644;46.010560210084;38.7388973366013
866;13.6282787713974;46.0110183138811;38.7388767289138
867;13.628307997977;46.0114767328042;38.7388558551198
868;13.6283378594771;46.0119355042017;38.7388347315593
869;13.628368374572;46.012394667756;38.7388133769063
870;13.6283995619359;46.0128542787115;38.7387918292873
871;13.6284314262372;46.0133143347339;38.7387700863679
872;13.6284639721444;46.0137747829132;38.7387480936819
873;13.6284972276688;46.0142355368814;38.7387257461874
874;13.6285312231559;46.0146964589169;38.7387028851541
875;13.6285659391534;46.0151574945534;38.7386794732337
876;13.6286013577653;46.0156186328976;38.7386555150949
877;13.6286374556489;46.016079964986;38.7386311297853
878;13.6286741977902;46.0165416122004;38.7386064713663
879;13.628711547619;46.0170036990352;38.7385816861189
880;13.6287494856832;46.0174662713974;38.7385568261749
881;13.6287880057579;46.017929318394;38.7385318806412
882;13.6288270813881;46.0183928454715;38.7385068767507
883;13.6288666837846;46.0188568495176;38.738481835512
884;13.6289067903828;46.0193213087457;38.7384567522565
885;13.6289473731715;46.0197861609088;38.7384315888578
886;13.6289884173669;46.0202513468721;38.7384062978525
887;13.6290299074074;46.0207168876439;38.7383809134765
888;13.6290718082789;46.0211828765951;38.738355559446
889;13.629114082633;46.0216494351074;38.7383303874883
890;13.6291567335823;46.0221165943044;38.738305427949
891;13.6291997580143;46.0225843860878;38.7382807205104
892;13.6292431582633;46.0230527777778;38.7382562278245
893;13.629286931995;46.0235217040149;38.7382318821973
894;13.62933106676;46.0239910869903;38.7382076167134
895;13.6293755306567;46.0244608901338;38.7381834282602
896;13.6294202910053;46.0249311041083;38.7381593401805
897;13.6294653338002;46.0254017110177;38.7381353478058
898;13.6295106714908;46.0258726322751;38.7381113624339
899;13.6295563219732;46.0263438243075;38.7380873233738
900;13.6296022969188;46.026815305789;38.7380632376284
901;13.629648601774;46.027287089169;38.73803910831
902;13.6296952264239;46.0277591666667;38.7380149323063
903;13.629742159197;46.0282315592904;38.7379907376284
904;13.6297893954248;46.0287043160598;38.7379665709617
905;13.6298369257703;46.0291775140056;38.7379425023343
906;13.6298847338936;46.029651197479;38.7379185830999
907;13.6299328174603;46.0301254014939;38.7378948552755
908;13.6299811834734;46.0306001377218;38.7378713305322
909;13.6300298552754;46.0310753571429;38.7378479435107
910;13.6300788608777;46.0315510434174;38.7378246615313
911;13.6301282212885;46.0320272012138;38.737801477591
912;13.6301779341737;46.032503872549;38.7377784383754
913;13.6302279831933;46.0329811741363;38.7377556792717
914;13.6302783403361;46.0334591830065;38.7377333029879
915;13.6303289939309;46.0339379878618;38.7377114098973
916;13.6303799486461;46.0344177147526;38.7376901237161
917;13.6304312254902;46.0348984197012;38.7376694794584
918;13.6304828454715;46.0353800443511;38.7376493977591
919;13.6305348109244;46.0358625046685;38.7376298015873
920;13.6305871171802;46.0363458053221;38.7376107096172
921;13.6306397735761;46.0368300093371;38.7375921802054
922;13.6306927917834;46.0373151735139;38.7375742584812
923;13.6307461865857;46.0378013484283;38.7375569786804
924;13.6307999525366;46.0382885994398;38.7375404061625
925;13.6308540873016;46.0387769218799;38.7375245245876
926;13.6309086048864;46.0392662270464;38.7375092172424
927;13.6309635239651;46.0397564285714;38.737494379085
928;13.6310188709928;46.0402474323063;38.7374798926237
929;13.6310746732026;46.0407391573296;38.737465655929
930;13.6311309375973;46.0412314915966;38.737451547619
931;13.6311876618425;46.0417243697479;38.7374375023343
932;13.6312448482726;46.042217770775;38.7374235014006
933;13.6313025132275;46.0427116993464;38.7374095401494
934;13.6313606963897;46.0432061507937;38.7373955753968
935;13.6314194467787;46.0437010364146;38.737381477591
936;13.6314787737317;46.0441962908497;38.7373671638655
937;13.631538680361;46.0446918946468;38.7373525972611
938;13.6315991705571;46.0451878330221;38.7373377544351
939;13.6316602653283;46.0456840725179;38.737322587146
940;13.6317219856832;46.0461805617803;38.737307037037
941;13.6317843316215;46.0466773381575;38.7372911554622
942;13.6318473101463;46.0471744063181;38.7372749494242
943;13.6319109064737;46.0476717460318;38.7372584103641
944;13.6319751120448;46.0481693611889;38.7372415491752
945;13.6320399144102;46.0486673537193;38.7372244786804
946;13.6321053003424;46.0491657967632;38.7372072868036
947;13.6321712776222;46.0496646623094;38.7371899424214
948;13.6322378454715;46.0501639900405;38.7371724813259
949;13.6323049945534;46.050663889667;38.7371550143946
950;13.6323727038593;46.0511644965764;38.7371376991908
951;13.6324409780579;46.051665883131;38.7371206139122
952;13.6325098187053;46.0521680633365;38.7371037807345
953;13.6325792211329;46.0526710317461;38.7370871981015
954;13.6326491721133;46.0531747587924;38.7370708418923
955;13.6327196529723;46.0536792491441;38.7370547261127
956;13.6327906473701;46.0541845494865;38.7370389067849
957;13.6328621553066;46.054690734516;38.7370234586057
958;13.6329341767818;46.0551978812636;38.7370084586057
959;13.633006704793;46.0557060270775;38.7369939464675
960;13.633079737784;46.0562151680672;38.7369799167445
961;13.6331532843137;46.056725305789;38.7369663562091
962;13.6332273459384;46.0572365056023;38.736953321662
963;13.6333019304388;46.0577487768441;38.7369408146592
964;13.6333770238095;46.0582620424837;38.7369287815126
965;13.6334526003735;46.0587761694678;38.736917124183
966;13.6335286391223;46.0592910737629;38.736905786648
967;13.6336051377218;46.0598067460318;38.7368947689076
968;13.6336820961718;46.0603232119515;38.73688410831
969;13.6337595051354;46.0608405345472;38.7368738818861
970;13.6338373669468;46.0613587815126;38.7368641526611
971;13.6339156932773;46.061878006536;38.7368549579832
972;13.6339944724556;46.0623982236228;38.7368463141923
973;13.6340736858077;46.0629194514473;38.7368382539683
974;13.6341533006536;46.0634417717087;38.7368308893557
975;13.6342332889823;46.0639652054155;38.7368242670401
976;13.6343136321195;46.064489694211;38.7368183473389
977;13.6343943230626;46.0650151774043;38.7368130788982
978;13.6344753548086;46.0655416293184;38.7368084453782
979;13.6345567296919;46.0660690966387;38.736804484127
980;13.6346384640523;46.066597665733;38.7368012464986
981;13.6347205788982;46.0671273786181;38.7367987418301
982;13.6348030742297;46.0676582049486;38.7367969374416
983;13.6348859313725;46.0681900887022;38.7367957843137
984;13.6349691293184;46.0687230042017;38.7367952731092
985;13.6350526423903;46.0692568977591;38.7367953781512
986;13.6351364635854;46.0697915943044;38.7367959407096
987;13.6352205882353;46.0703269771242;38.7367968510738
988;13.6353050140056;46.0708629575164;38.7367980322129
989;13.6353897385621;46.0713994257703;38.7367993837535
990;13.6354747759104;46.0719363009648;38.7368008138811
991;13.6355601470588;46.0724736196701;38.7368023373794
992;13.6356458496732;46.0730114589169;38.7368040289449
993;13.6357318650794;46.0735498887333;38.736805970277
994;13.6358182002801;46.074088916122;38.7368081590414
995;13.6359048552754;46.0746285340803;38.7368105975724
996;13.6359918082789;46.0751687192655;38.7368132905384
997;13.6360790483971;46.0757094203237;38.7368161982571
998;13.6361665873016;46.0762505438842;38.7368192250233
999;13.6362544389978;46.0767920222534;38.7368222961407
1000;13.6363426058201;46.0773338997822;38.7368254559602
1001;13.6364310971055;46.0778762605042;38.7368287721755
1002;13.6365199400871;46.0784191713352;38.7368322821351
1003;13.6366091736695;46.0789626906318;38.7368360021786
1004;13.6366988390912;46.0795068868659;38.7368399579832
1005;13.6367889573607;46.0800518549642;38.7368442226891
1006;13.6368795261438;46.0805976213819;38.7368488258637
1007;13.6369705571117;46.0811441230937;38.7368536951447
1008;13.6370620759415;46.0816912737317;38.7368587231559
1009;13.6371540826331;46.0822390406163;38.7368638772175
1010;13.6372465865235;46.0827874377529;38.7368691479925
1011;13.6373396093993;46.0833365001556;38.7368745401494
1012;13.6374331691566;46.0838862838469;38.7368800933707
1013;13.6375272798008;46.0844369102085;38.7368859173669
1014;13.6376219740118;46.0849884889511;38.7368920868347
1015;13.6377172906941;46.0855410410831;38.7368985799875
1016;13.6378132376284;46.086094571273;38.7369053952692
1017;13.6379097945845;46.0866490569561;38.7369125326797
1018;13.6380069156552;46.0872045238095;38.7369200692499
1019;13.6381045596016;46.0877609803922;38.7369280586679
1020;13.6382026820728;46.0883184663866;38.736936582633
1021;13.6383012597261;46.0888770028011;38.7369456854964
1022;13.6384002855587;46.0894365499533;38.7369553415811
1023;13.6384997595705;46.0899970098039;38.7369654637411
1024;13.6385996724245;46.0905582633053;38.736975961718
1025;13.6387000194522;46.0911201797386;38.7369867258014
1026;13.638800786648;46.0916826750701;38.7369976882975
1027;13.6389019530034;46.0922457282913;38.7370088398693
1028;13.6390034975101;46.0928093043884;38.7370201595082
1029;13.639105375817;46.093373417367;38.7370316985683
1030;13.6392075373483;46.0939380999067;38.7370435325241
1031;13.6393099533147;46.0945033582322;38.7370556956116
1032;13.6394126213819;46.0950691417678;38.7370681388111
1033;13.6395155648926;46.0956353478058;38.7370807337379
1034;13.6396188095238;46.096201887644;38.7370933683473
1035;13.6397223669468;46.0967686072207;38.7371058815749
1036;13.6398262231559;46.0973354178338;38.7371181987239
1037;13.6399303485839;46.0979023809524;38.7371304092748
1038;13.6400347144413;46.0984696195145;38.7371426602863
1039;13.6401393207283;46.099037229225;38.737155035014
1040;13.6402441627762;46.0996052264239;38.737167552132
1041;13.6403492359166;46.1001735434174;38.7371801532835
1042;13.6404545331466;46.1007421234049;38.7371927910053
1043;13.6405600334578;46.1013110068472;38.7372055291005
1044;13.640665734516;46.1018802030813;38.7372183839091
1045;13.6407716370993;46.1024497494554;38.7372313997821
1046;13.6408777334267;46.1030197214442;38.7372446630875
1047;13.6409840141612;46.1035901812948;38.7372582438531
1048;13.6410904652972;46.1041611733583;38.7372721981015
1049;13.6411970915033;46.1047327303144;38.7372865491752
1050;13.6413039277933;46.105304903517;38.7373013134143
1051;13.6414110084034;46.1058776968565;38.7373164635854
1052;13.6415183473389;46.1064510729848;38.7373319444444
1053;13.6416259290383;46.1070250280112;38.7373477614379
1054;13.6417337208217;46.1075995876128;38.7373639670868
1055;13.6418417040149;46.1081748404918;38.7373806617647
1056;13.64194987784;46.1087509010271;38.7373979586835
1057;13.6420582399627;46.1093278306879;38.7374159239807
1058;13.6421667958294;46.1099056286959;38.7374345498755
1059;13.6422755291005;46.1104843067227;38.7374538620448
1060;13.6423844296608;46.1110638600996;38.7374738581544
1061;13.6424934959539;46.1116442911609;38.7374945265328
1062;13.6426027279801;46.1122256092437;38.7375158671802
1063;13.6427121187364;46.1128078050109;38.737537875428
1064;13.6428216425459;46.1133908271086;38.7375605279334
1065;13.6429312830688;46.1139745471522;38.737583714986
1066;13.6430410379707;46.1145588795518;38.7376073502179
1067;13.6431509064737;46.1151437838469;38.7376313947246
1068;13.6432609080299;46.1157291153128;38.7376556983349
1069;13.6433710473078;46.1163147735761;38.7376801641768
1070;13.6434813173047;46.1169006419235;38.7377046872082
1071;13.6435917117958;46.1174866013072;38.7377291565515
1072;13.6437022447868;46.118072570028;38.7377534835045
1073;13.6438129435107;46.1186584733894;38.7377775770308
1074;13.643923854653;46.1192442530346;38.7378013414255
1075;13.6440350225646;46.1198298202615;38.7378246553066
1076;13.6441464659197;46.1204150746966;38.7378474089636
1077;13.6442581870526;46.1209999509804;38.7378695440399
1078;13.6443702023031;46.1215844234361;38.7378910278556
1079;13.6444825303455;46.1221685107376;38.7379118674136
1080;13.6445951735139;46.1227522759104;38.7379321280735
